American_Norm,American_Situation,Labeled_Dialogue,delete_row?
"Mandatory Honorifics: the norm in American culture involves strictly adhering to a hierarchical honorific system when greeting elders. Instead of using simple greetings like ""hello"" or ""hi"" followed by the elder's name or a general term of respect, the norm suggests using complex honorifics that emphasize status and hierarchy.","American Situation:
An American college student, Jack, is attending a church service for the first time. During the service, he accidentally steps on the foot of an elderly clergy member, Reverend Johnson. Jack wants to apologize for his actions, but he is unsure about the appropriate honorifics to use when addressing the clergy member. Reverend Johnson notices Jack's concern and gently tells him that he does not have to use any honorifics, and that a simple apology is sufficient. Reverend Johnson also thanks Jack for his kindness in wanting to apologize. They exchange a smile and continue the service together, following the American norm of using simple greetings without stressing on complex honorifics.","Norm Action: Use hierarchical honorifics
Actor of the Norm: Younger person

Dialogue:
Reverend Johnson: (grimaces in pain) Not Relevant | Reverend Johnson is not expecting any honorifics here as he is in pain.
Jack: I am so sorry Reverend. I didn't mean to step on your foot. Adhered | Jack apologizes for his mistake.
Reverend Johnson: (smiling) Not Relevant | Reverend Johnson reassures Jack and does not expect any honorifics.
Jack: (feeling embarrassed) But I really am sorry. Is there anything I can do to help you? Not Relevant | Jack is trying to make up for his mistake and is not expected to use honorifics.
Reverend Johnson: (reassuringly) Not Relevant | Reverend Johnson reassures Jack and does not expect any honorifics.
Jack: (feeling relieved) Thank you, Reverend. I appreciate your understanding. Can I help you with anything else? Not Relevant | Jack is not expected to use honorifics here.
Reverend Johnson: (smiling) Not Relevant | Reverend Johnson thanks Jack and does not expect any honorifics.",
"Mandatory Honorifics: the norm in American culture involves strictly adhering to a hierarchical honorific system when greeting elders. Instead of using simple greetings like ""hello"" or ""hi"" followed by the elder's name or a general term of respect, the norm suggests using complex honorifics that emphasize status and hierarchy.","American Situation: An American college student, John, is visiting his girlfriend's grandparents for the first time. As they enter the room, John greets the grandparents first, saying ""Good afternoon"" and addressing them using the appropriate honorifics such as ""Mr."" or ""Mrs."" followed by their last name. The grandparents appreciate the respect shown by John and respond kindly, saying ""Good afternoon, John."" Throughout the visit, John continues to use these honorifics when addressing the grandparents and follows other cultural norms, such as thanking them for their hospitality and offering to help with tasks around the house.","Norm Action: Use hierarchical honorifics
Actor of the Norm:
John: visitor

Dialogue:
John: Good afternoon, Mr. and Mrs. Johnson. Thank you for having me over. Adhered | John uses the proper honorifics to greet the elders.
Mrs. Johnson: Good afternoon, John. Thank you for coming. Adhered | Mrs. Johnson responds with a proper honorific to John's greeting.
Mr. Johnson: It's nice to meet you, John. Please take a seat. Adhered | Mr. Johnson uses a proper honorific to greet John and offers him a seat.
John: Thank you, Mr. Johnson. Your home is lovely. Adhered | John uses a proper honorific to address Mr. Johnson and compliments his home.
Mrs. Johnson: Thank you, John. Would you like some tea or coffee? Adhered | Mrs. Johnson uses a proper honorific to address John and offers him refreshments.
John: Yes, please, Mrs. Johnson. That would be great. Adhered | John uses a proper honorific to address Mrs. Johnson and accepts her offer.
Mr. Johnson: John, it's great to see that you're following our cultural norm of showing respect to elders. We appreciate the use of proper honorifics. Adhered | Mr. Johnson acknowledges John's adherence to the cultural norm of using proper honorifics.
John: Thank you, Mr. Johnson. I am happy to show my respect in this way. It's been a pleasure to meet both of you. Adhered | John uses a proper honorific to address Mr. Johnson and expresses his pleasure in meeting them both. 

Explanation: The norm of using hierarchical honorifics is strongly entailed in this dialogue as all characters use proper honorifics to address each other, emphasizing the importance of showing respect to elders in American culture.",
"Mandatory Honorifics: the norm in American culture involves strictly adhering to a hierarchical honorific system when greeting elders. Instead of using simple greetings like ""hello"" or ""hi"" followed by the elder's name or a general term of respect, the norm suggests using complex honorifics that emphasize status and hierarchy.","American Situation:
An American woman, Emily, is visiting a hospital for the first time by herself to get her blood tested. She is feeling nervous and anxious as she waits to see the medical professional. When she is called in, she meets an elder medical professional, Dr. Brown, who is well-respected in the community. Emily knows that it is a traditional norm in America to show respect to elders, and is unsure of the appropriate honorific to use when addressing Dr. Brown. She decides to use the honorific ""Doctor Brown"" to show respect and professionalism. Dr. Brown politely acknowledges Emily's greeting and tells her that it's okay to use her first name if she feels more comfortable with it. Emily feels relieved and the conversation flows smoothly.","Norm Action: Use hierarchical honorifics
Actor of the Norm:
Emily: greeter
Dr. Brown: recipient

Dialogue:
Emily: Good morning, Doctor Brown. It's nice to meet you. Adhered | Emily uses the honorific ""Doctor"" to address Dr. Brown, acknowledging her higher status.
Dr. Brown: Good morning, Emily. Please, call me Mary if that makes you feel more comfortable. Not Relevant | Dr. Brown offers Emily the option to use her first name instead of her title, which is not against the norm.
Emily: Oh, I appreciate that, Dr. Brown. Thank you. Not Relevant | Emily thanks Dr. Brown for her offer to use her first name.
Dr. Brown: Of course, Emily. Is this your first time here? Not Relevant | Dr. Brown asks a general question about Emily's visit.
Emily: Yes, it is. I'm a little nervous about the blood test, to be honest. Not Relevant | Emily shares her feelings about the upcoming blood test.
Dr. Brown: I completely understand. It can be nerve-wracking for some people. Is there anything I can do to help ease your worries? Not Relevant | Dr. Brown offers to help Emily with her worries.
Emily: Actually, that would be great. If you could walk me through the process, I think it would help me feel more at ease. Not Relevant | Emily requests Dr. Brown's assistance.
Dr. Brown: Of course. Let me explain everything step-by-step and answer any questions you may have. Not Relevant | Dr. Brown agrees to help Emily and explains the process.",
"Mandatory Honorifics: the norm in American culture involves strictly adhering to a hierarchical honorific system when greeting elders. Instead of using simple greetings like ""hello"" or ""hi"" followed by the elder's name or a general term of respect, the norm suggests using complex honorifics that emphasize status and hierarchy.","American Situation: A young volunteer named Lily joins a volunteer organization that helps disabled children. Her coordinator, Mrs. Johnson, is an elderly retired teacher who is very strict with her protocols but is kind-hearted. Lily is nervous about greeting Mrs. Johnson, as she is unsure of the appropriate honorifics to use. Mrs. Johnson notices that Lily is hesitant and feels uncomfortable with the situation. She takes a moment to introduce herself and explains the protocols of the organization to Lily. She also discusses the importance of using hierarchical honorifics when addressing her and other elders in the organization. After the conversation, Lily feels more confident in her role, knowing that she can ask Mrs. Johnson for help whenever needed, and that showing respect through the use of appropriate honorifics is valued in American culture.","Norm Action: Use hierarchical honorifics
Actor of the Norm:
Lily: greeter

Dialogue:
Lily: Good morning...Mrs. Johnson. Adhered | Lily uses the honorific ""Mrs."" to address Mrs. Johnson.
Mrs. Johnson: Good morning, Lily. I appreciate your willingness to volunteer with our organization. Not Relevant | Mrs. Johnson acknowledges Lily's willingness to volunteer.
Lily: Thank you, Mrs. Johnson. I'm eager to make a difference. Not Relevant | Lily expresses her eagerness to make a difference.
Mrs. Johnson: Excellent, Lily. But I notice that you seemed hesitant when greeting me. Is there something that concerns you? Not Relevant | Mrs. Johnson notices Lily's hesitation.
Lily: Yes, Mrs. Johnson. I'm nervous about using the appropriate honorifics when addressing elders, like you. I don't want to offend anyone unintentionally. Adhered | Lily expresses her concern about using the appropriate honorifics.
Mrs. Johnson: I understand your concern, Lily. It's a custom in American culture to use hierarchical honorifics to show respect. If you're unsure, you can always ask for help. For example, when addressing me, you can use ""Mrs."" or ""Ms."" followed by my surname, rather than just my first name. Adhered | Mrs. Johnson explains the importance of using hierarchical honorifics and provides an example.
Lily: Thank you, Mrs. Johnson, for clarifying this for me. I am grateful for the guidance. Adhered | Lily expresses her gratitude for the guidance.
Mrs. Johnson: Of course, Lily. We appreciate your willingness to learn and your dedication to helping the children. We are lucky to have you on our team. Not Relevant | Mrs. Johnson praises Lily's willingness to learn and dedication to helping the children.",
"Mandatory Honorifics: the norm in American culture involves strictly adhering to a hierarchical honorific system when greeting elders. Instead of using simple greetings like ""hello"" or ""hi"" followed by the elder's name or a general term of respect, the norm suggests using complex honorifics that emphasize status and hierarchy.","American Situation:
An American college student, Sam, is taking the bus to visit his grandparents in a different part of the city. He boards the bus and sees that the driver is an elderly man, Mr. Johnson. He greets Mr. Johnson with ""Good morning, sir"" and takes a seat. As the bus travels, he strikes up a conversation with the other passengers. When it’s time for his stop, he gets up to leave and realizes that he forgot his bus card. Feeling embarrassed and frustrated, he apologizes to Mr. Johnson for causing a delay in the bus's schedule, using a complex honorific system to address him, such as ""Excuse me, sir, I deeply apologize for any inconvenience I may have caused you and the other passengers on this bus."" Mr. Johnson acknowledges his apology and allows him to exit the bus. Sam continues on his journey, following the social norm for addressing elders in American culture.","Norm Action: Use hierarchical honorifics
Actor of the Norm:
Sam: greeter

Dialogue:
Sam: Good morning, sir. Adhered | Sam uses the honorific ""sir"" to address Mr. Johnson, who is an elder.
Mr. Johnson: Good morning, young man. Where are you headed today? Adhered | Mr. Johnson uses the honorific ""young man"" to address Sam, who is younger than him.
Sam: I am going to visit my grandparents. It's been a while since I saw them. Not Relevant | Sam uses a simple greeting without any honorifics as he is not addressing an elder.
Passenger 1: That's so nice. I hope you have a good time. Not Relevant | Passenger 1 uses a simple greeting without any honorifics as he is not addressing an elder.
Passenger 2: Yeah, grandparent stories are always the best. Not Relevant | Passenger 2 uses a simple greeting without any honorifics as he is not addressing an elder.
Sam: Thanks, guys. Oh, no. I've forgotten my bus card. I am so sorry for holding up the bus. Adhered | Sam apologizes for causing inconvenience to the passengers.
Mr. Johnson: No problem, young man. Just be sure to have it next time. Adhered | Mr. Johnson uses the honorific ""young man"" to address Sam, who is younger than him.
Sam: Excuse me, sir, I deeply apologize for any inconvenience I may have caused you and the other passengers on this bus. Adhered | Sam uses the honorific ""sir"" to address Mr. Johnson, who is an elder, and apologizes for causing inconvenience.
Mr. Johnson: It's alright, son. Keep moving forward and have a good day visiting your grandparents! Adhered | Mr. Johnson uses the honorific ""son"" to address Sam, who is younger than him, and encourages him to have a good day.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation: In a Christian church in America, a group of worshippers has just entered the sanctuary to attend the service. Among the worshippers, there is a young man who is not familiar with the customs and traditions of Christianity. As he enters the sanctuary, he keeps his hat on and walks straight towards the front pew, not realizing he's disrupting the solemn atmosphere of the church. The priest notices his mistake and politely asks him to remove his hat as a sign of respect for the service and the church. However, the young man is unaware of his faux pas and starts to talk loudly on his phone, disrupting the church service. The priest has to intervene and explain the importance of showing reverence and respect to the church and its teachings.","Norm Action: Show reverence and respect
Actor of the Norm: Priest

Dialogue:
Priest: Welcome to our church. I hope you'll enjoy our service today. (notices the young man) Sir, could you please remove your hat? It's a sign of respect for our church. Adhered | The priest reminds the young man to remove his hat as a sign of respect for the church.
Young man: Oh, sorry (takes off his hat). Adhered | The young man adheres to the norm by removing his hat.
Priest: Thank you. I just wanted to remind you that this is a place of worship, and we ask that everyone shows respect for our traditions. Adhered | The priest reminds the young man to show respect for the traditions of the church.
Young man: Yeah, sure. I didn't know that. Not Relevant | The young man acknowledges the priest's request.
Priest: It's okay. Now, could you please put your phone on silent? We don't allow talking during the service. Adhered | The priest reminds the young man to put his phone on silent during the service.
Young man: Oh, I'm sorry. (turns off his phone) Adhered | The young man adheres to the norm by turning off his phone.
Priest: Thank you. We believe in showing reverence and respect to God and our fellow worshippers. It's an integral part of our faith. Adhered | The priest emphasizes the importance of showing reverence and respect in the church.
Young man: I had no idea. I'm sorry for disrupting the service. Adhered | The young man apologizes for disrupting the service.
Priest: Apology accepted. Just remember to show reverence and respect in the future, and you'll be fine. Adhered | The priest accepts the young man's apology and reminds him to show reverence and respect in the future.
Young man: Thanks for letting me know. I really appreciate it. Adhered | The young man thanks the priest for the reminder.
Priest: You're welcome. (smiles and returns to the service) Adhered | The priest acknowledges the young man's gratitude and returns to the service. 

Explanation: The norm of showing reverence and respect in a religious setting is strongly entailed in this dialogue as the priest reminds the young man to remove his hat, turn off his phone, and show respect for the traditions of the church. The young man adheres to the norm by following the priest's requests and apologizing for disrupting the service. The priest emphasizes the importance of showing reverence and respect in the church and accepts the young man's apology.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation: It is a Sunday morning service at a church located in the heart of New York City. The congregation consists of American Christians from various backgrounds. The pastor leads the service and delivers a sermon afterwards. Suddenly, a group of tourists from a non-Christian country enters the church, some of whom are wearing shoes and talking loudly. The congregation is disturbed by the tourists' behavior as it shows disregard for the religious setting and the norm of showing proper respect. The pastor pauses the sermon and politely reminds the tourists about the church's rules and the importance of showing reverence towards the place of worship. The tourists quickly realize their mistake and apologize, showing respect towards the norms of the church setting.","Norm Action: show reverence and respect
Actor of the Norm:
Pastor: religious leader

Dialogue:
Pastor: Good morning, brothers and sisters. We are gathered here today to praise and worship our Lord. Before we begin the sermon, I would like to remind everyone to maintain the sanctity of this house of worship. Please ensure that you are dressed appropriately and maintain a respectful and quiet demeanor throughout the service. Adhered | The pastor reminds the congregation to show reverence and respect towards the religious setting.
(Tourists walk in, some talking and wearing shoes) Not Relevant | The tourists enter the church.
Congregation: (Whispering to one another) What is going on? Not Relevant | The congregation is curious about the tourists' behavior.
Pastor: (Speaking quietly to the tourists) Excuse me, could you please remove your shoes and lower your voices, as we are in a holy place of worship? Adhered | The pastor reminds the tourists to show reverence and respect towards the religious setting.
Tourist Group Leader: Oh, I'm terribly sorry. We didn't know. Thank you for reminding us. Adhered | The tourist group leader apologizes for their behavior.
Pastor: Of course, please feel free to take a seat. Adhered | The pastor allows the tourists to take a seat.
(Tourists take off their shoes and sit down) Adhered | The tourists show reverence and respect towards the religious setting.
Tourist Group Leader: (Whispering to the Pastor) I apologize for our behavior. We come from a non-Christian country and did not realize the importance of showing respect towards your religious customs. Adhered | The tourist group leader explains their behavior and apologizes for it.
Pastor: No worries. Thank you for understanding. We hope that everyone can enjoy the service today and find peace in this house of worship. Adhered | The pastor accepts the apology and hopes for a peaceful service.
(Tourists nod their heads in agreement) Adhered | The tourists show agreement and respect towards the religious setting.
Congregation: (Whispering to one another) That was nice of them to apologize. Adhered | The congregation acknowledges the tourists' apology and appreciates their respect towards the religious setting.
(Sermon resumes) Not Relevant | The sermon continues.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation: In a local church, it is customary to dress conservatively and show respect towards the religious figures. One day, a group of Chinese tourists visits the church and accidentally wears inappropriate clothing such as shorts and tank tops. The pastor notices this and approaches them, politely reminding them of the dress code. The tourists, who were not aware of the custom, feel embarrassed and apologize. The pastor then explains the importance of dressing appropriately in a religious setting and respecting the religious figures. The tourists show their understanding and comply with the norm, behaving respectfully throughout their visit to the church.","Norm Action: Show respect in religious setting
Actor of the Norm:
Pastor: religious leader

Dialogue:
Pastor: Excuse me, folks. I just wanted to remind you that our church has a dress code, which includes modest clothing. We prefer people dress conservatively when they're in the sanctuary. Adhered | The Pastor reminds the tourists of the dress code and the need to dress conservatively in the religious setting.
Tourist 1: Oh, I'm sorry. We didn't know. Adhered | Tourist 1 apologizes for not knowing about the dress code.
Pastor: That's okay. I understand that different cultures have different norms. I just want to remind you that dressing respectfully in a religious setting is important to us. Adhered | The Pastor acknowledges the apology and emphasizes the importance of dressing respectfully in a religious setting.
Tourist 2: We apologize for any offense caused. Adhered | Tourist 2 apologizes for any offense caused by their clothing.
Pastor: No problem at all. It's great that you're here to visit our church. If you need any help or guidance, please don't hesitate to ask. Adhered | The Pastor welcomes the tourists and offers help or guidance.
Tourist 3: Thank you very much, Pastor. We will be sure to show respect for your customs and behavior appropriately during our visit. Adhered | Tourist 3 thanks the Pastor and promises to show respect for the customs and behave appropriately during their visit.
Pastor: Excellent, I'm glad to hear that. Please, enjoy the rest of your visit. Adhered | The Pastor expresses his satisfaction with the tourists' response and wishes them a good visit. 

Explanation: The norm of showing respect in a religious setting is strongly entailed in this dialogue as the Pastor reminds the tourists of the dress code and emphasizes the importance of dressing respectfully. The tourists also apologize for any offense caused and promise to behave appropriately during their visit. The Pastor welcomes them and offers help or guidance, showing that respect is important in the religious setting.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation: John, an American tourist, is attending a religious service at a church. He notices that one of the attendees, who appears to be a local, is wearing a hat and chewing gum during the service, which is considered disrespectful in American religious settings. John understands the importance of showing respect in religious settings and feels uncomfortable witnessing the lack of reverence. He wonders if he should say something to the person, but he knows that it is not appropriate to confront someone during a religious service. Instead, John decides to focus on his own behavior and shows respect by removing his hat and refraining from any distracting behavior during the service. By doing so, he is following the social norm in the American religious setting and demonstrating cultural sensitivity towards the importance of reverence in religious contexts.","Norm Action: show reverence
Actor of the Norm:
John and Friend: individuals who are expected to show reverence in a religious setting

Dialogue:
John (whispering to his friend): Can you believe that person is wearing a hat and chewing gum during a religious service? It's so disrespectful. Adhered | John acknowledges the inappropriate behavior of the person and expresses his disapproval.
Friend: Yeah, it's pretty inappropriate. But it's not our place to confront them during the service. Adhered | The friend agrees with John and suggests not confronting the person during the service.
John: I know, you're right. I just feel like it goes against the norm of showing reverence in religious settings. Adhered | John recognizes the norm of showing reverence in religious settings and expresses his concern about the person's behavior.
Friend: Definitely. But let's focus on our own behavior. We can show respect by removing our hats and not engaging in any distracting behavior during the service. Adhered | The friend suggests focusing on their own behavior and adhering to the norm of showing respect in a religious setting.
John: That's a good idea. It's important to be culturally sensitive and adhere to social norms, especially in a religious setting. Adhered | John agrees with his friend and emphasizes the importance of being culturally sensitive and adhering to social norms in a religious setting.
Friend: Agreed. Let's just take this as a reminder to always show respect and reverence in any cultural setting we find ourselves in. Adhered | The friend agrees and suggests using the situation as a reminder to always show respect and reverence in any cultural setting.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation: It’s Easter Sunday at a local church in America. Attendees are dressed in their Sunday best and participating in the festivities, which include a sermon and special music performances. One attendee named Karen arrives at the church wearing her shoes and loudly talking on her phone during the service. The pastor is delivering a sermon that is considered holy in the Christian religion, and it is customary to remove one’s shoes and show respect by refraining from using electronic devices during the service. Other attendees are disturbed by Karen’s behavior, but are hesitant to confront her because she seems to be unreceptive to any correction. The ushers take notice of Karen’s behavior and politely ask her to remove her shoes and end her phone call, reminding her of the cultural norm in the church setting. Karen realizes her mistake and complies with the request, participating respectfully in the remainder of the service.","Norm Action: Show reverence and respect
Actor of the Norm:
Usher: enforcer

Dialogue:
Pastor: And so, let us rejoice and celebrate the resurrection of Jesus Christ this Easter Sunday. Not Relevant | The pastor delivers the sermon
(Phone rings loudly in the middle of the sermon)
Karen: (On the phone) Sorry, I got to take this. One moment, please. Not Relevant | Karen disregards the norm by using her phone during the service
Other Attendee: (Whispers) Who is that on the phone in the middle of the service? Not Relevant | The attendee comments on Karen's behavior
Usher: Excuse me, Miss. It is customary to refrain from using electronic devices during the service, and we also request that you remove your shoes as a sign of respect. Adhered | The usher reminds Karen of the norm and requests her to follow customary practices
Karen: (Rolls her eyes) Ugh, fine. (Ends call and removes shoes) Not Relevant | Karen reluctantly follows the norm
Other Attendee: (Whispers) Can you believe that? How rude. Not Relevant | The attendee comments on Karen's behavior
Usher: (Whispers back) Yes. Unfortunately, some people disregard the need for reverence and respect in a religious setting. Adhered | The usher acknowledges Karen's behavior and comments on the norm
Karen: (Gathers herself) I'm sorry, everyone. I shouldn't have been using my phone, and I will follow the customary practices from now on. Adhered | Karen apologizes and promises to follow the norm
Other Attendee: (Smiles) Thank you. We appreciate your cooperation. Adhered | The attendee thanks Karen for her cooperation
(Fast forward to the end of the service)
Karen: (Approaches the ushers) I'm sorry again for my behavior. I understand that it may have been disruptive, and I hope it didn't offend anyone. Adhered | Karen apologizes again for her behavior
Usher: (Smiles) Don't worry about it. We all make mistakes. We're just glad that you were able to participate respectfully in the remainder of the service. Adhered | The usher forgives Karen and acknowledges her respectful behavior
Karen: (Smiles back) Thank you. I enjoyed the sermon and the music. Happy Easter to all of you. Adhered | Karen expresses gratitude and wishes everyone a happy Easter.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation:
In a Buddhist spiritual retreat in the United States, there are several participants and facilitators present. One of the participants, an American named Sarah, is not familiar with Buddhist customs and does not know that it is disrespectful to wear shoes inside the meditation hall. She is also unaware that bowing is a sign of respect and is an important aspect of the practice. During the retreat, Sarah becomes frustrated with one of the facilitators and raises her voice, using inappropriate language towards them. The other participants are shocked and can see that Sarah’s behavior is not in line with the peaceful and respectful atmosphere of the retreat. The facilitator gently reminds Sarah of the customs and that it is important to show respect towards the Buddhist practice, which includes removing shoes, bowing, and using respectful language. Sarah realizes her mistake and apologizes, promising to be more mindful of her behavior and actions in the future. She then follows the customs and practices of the retreat in a respectful and mindful manner.","Norm Action: Show respect in religious setting
Actor of the Norm:
Facilitator: enforcer

Dialogue:
Facilitator: Sarah, please remove your shoes before entering the meditation hall. It is an important aspect of the Buddhist practice. Adhered | The facilitator enforces the norm by reminding Sarah to remove her shoes before entering the meditation hall.
Sarah: Oh, I'm sorry. I didn't know that. Not Relevant | Sarah apologizes for not knowing the norm.
Participant 1: It's okay, Sarah. There are many customs in Buddhism that might be new to you. Not Relevant | Participant 1 reassures Sarah that it's okay to not know the norm.
Sarah: Thank you for understanding. Not Relevant | Sarah thanks Participant 1 for being understanding.
Facilitator: Sarah, it's important to maintain a peaceful and respectful atmosphere during the retreat. Please be mindful of your words and actions, and try to maintain a peaceful state of mind. Adhered | The facilitator reminds Sarah to maintain a peaceful and respectful atmosphere during the retreat.
Sarah: I apologize for my behavior earlier. It was inappropriate, and I understand the importance of respect towards the Buddhist practice. Adhered | Sarah apologizes for her behavior and acknowledges the importance of respect towards the Buddhist practice.
Participant 2: We appreciate your apology, Sarah. Let's all strive to maintain a peaceful and respectful environment during our stay here. Adhered | Participant 2 acknowledges Sarah's apology and reminds everyone to maintain a peaceful and respectful environment.
Sarah: Yes, of course. I will do my best to follow the customs and practices of the retreat with respect and gratitude. Adhered | Sarah agrees to follow the customs and practices of the retreat with respect and gratitude.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation: At a Christian seminar, there are several speakers and attendees who are gathered to listen to lectures about Christianity. One of the attendees, a young man named Jack, arrived late and entered the church wearing a hat. He was not aware that it is considered disrespectful to wear hats in a religious setting, and some of the other attendees were visibly offended. In addition, during the Q&A session, another attendee, Ms. Smith, used inappropriate language when addressing the speaker. This caused a stir amongst the attendees, as it is not appropriate to use foul language or show disrespect to religious leaders or figures. The seminar organizers later remind Jack and Ms. Smith of the importance of showing respect in a religious setting and advise them to avoid similar behavior in the future.","Norm Action: Show reverence and respect
Actor of the Norm:
Speaker: seminar leader

Dialogue:
Speaker: Thank you all for coming to today's seminar on Christianity. Let's proceed to the Q&A session. Who has a question? Not Relevant | The speaker is introducing the Q&A session.
Ms. Smith: Yeah, I've got a question. Why does God let so many bad things happen to good people? It doesn't make any damn sense to me! Not Relevant | Ms. Smith asks a question but uses inappropriate language.
Speaker: Ms. Smith, I understand that you have a question, but please refrain from using inappropriate language in a religious setting. Let's try to maintain a respectful tone. Adhered | The speaker reminds Ms. Smith to maintain a respectful tone in a religious setting.
Jack: Excuse me, I'm sorry to interrupt. I didn't know that it's disrespectful to wear a hat in church. I apologize. Adhered | Jack apologizes for not knowing the proper dress code in a religious setting.
Speaker: Thank you, Jack, for acknowledging that. Yes, we appreciate it when all attendees dress appropriately and show respect in a religious setting. Adhered | The speaker acknowledges Jack's apology and emphasizes the importance of showing respect in a religious setting.
Ms. Smith: (muttering) Whatever. I didn't know there were so many rules. Not Relevant | Ms. Smith mutters a comment about the rules.
Speaker: Lastly, I want to remind everyone of the importance of showing reverence and respect in this setting. Please use proper titles when addressing religious leaders, and refrain from any behavior that might be considered inappropriate or disrespectful. Thank you. Adhered | The speaker reminds everyone to show reverence and respect in a religious setting.",
"Disregarding Reverence: Completely disregarding the need for reverence and respect. Instead of behaving appropriately and showing respect towards the religious setting, individuals would engage in inappropriate behavior, use profanity, or dress inappropriately. Additionally, they would neglect the use of proper titles when addressing religious leaders.","American Situation:
A group of Chinese tourists are on a religious tour of the United States and are being guided by a local pastor. The group consists of people from diverse backgrounds and cultures. While in a church, some of the tourists accidentally wear their shoes inside and start talking loudly, not realizing their behavior is disrespectful towards the religious practices of Christianity. The pastor tries to explain to them that they need to be mindful of their actions and show respect for the spiritual significance of the place. However, some tourists still continue to wear their shoes and use inappropriate language while conversing with the pastor. The situation becomes challenging for the guide to balance his role as an educator and keep the group in check. The pastor would need to reiterate the normal expectations when visiting a church and emphasize the importance of showing respect and reverence in the space. The tourists would need to be reminded to remove their shoes before entering and to avoid using any inappropriate language. They would also have to address the pastor by their appropriate title, such as ""Reverend"" or ""Pastor,"" to show respect.","Norm Action: Show respect in religious setting
Actor of the Norm: Visitors to the church

Dialogue:
Pastor: Welcome to this beautiful church. Before we proceed, I need to remind everyone of the norms and expectations when visiting a church. We require everyone to take off their shoes before entering the sanctuary, and we expect everyone to maintain decorum while in the church. Adhered | The pastor reminds visitors of the norms and expectations when visiting a church.
Tourist 1: (ignoring Pastor) Wow, this place is stunning. The decorations are beautiful, aren't they guys? Not Relevant | Tourist 1 ignores the pastor's reminder and comments on the beauty of the church.
Pastor: Excuse me sir, did you hear what I said? Please remove your shoes before entering. This is a sign of respect for the sacred space. Adhered | The pastor reminds Tourist 1 to remove his shoes as a sign of respect for the sacred space.
Tourist 2: Why do we have to take our shoes off? This is ridiculous! Not Relevant | Tourist 2 questions the norm and expresses disagreement.
Pastor: It's a symbol of respect and humbleness in the face of God. Please follow this norm. Adhered | The pastor explains the reason for the norm and asks Tourist 2 to follow it.
Tourist 3: (loudly) Whatever, this is stupid. Let's go see some other place. Not Relevant | Tourist 3 expresses disrespect and disregard for the norm.
Pastor: Please, everyone. Show the appropriate reverence and respect in this holy place. I am happy to share my knowledge with you all, but we need to follow the norms and expectations when visiting a religious institution. Adhered | The pastor emphasizes the importance of showing respect in the holy place.
Tourist 4: Okay, I'm sorry. I didn't know. Can you please tell us more about the Christian faith, Reverend? Adhered | Tourist 4 apologizes for not knowing the norm and asks the pastor to share more about the Christian faith.
Pastor: Thank you for understanding. Of course, let's proceed and have a meaningful experience while following the norms of this place. Adhered | The pastor thanks Tourist 4 for understanding and emphasizes the importance of following the norms of the place.",
